"id","nome","lat","lng","cidade","bairro","rua","ais","categoria"
"1","01 - Av. Torres de Melo - Av. Nossa Senhora de Lurdes","-3906182","-38387612","Aquiraz",,,"","EQUIPES FORTALEZA"
"2","02 - Rua da Integracao - Em Frente ao Forum","-3905772222222222","-38389734","Aquiraz",,,"","EQUIPES FORTALEZA"
"3","03 - Rua Virgilio Coelho - Rua Antonio Brasil","-3902285","-38390791","Aquiraz",,,"","EQUIPES FORTALEZA"
"4","04 - Rua Tiburcio Targino - Rua Maj. Jose Camara","-3904915","-38388013","Aquiraz",,,"","EQUIPES FORTALEZA"
"5","05 - Av. Santos Dumont - Rua Francisco Camara","-3902379","-3838888","Aquiraz",,,"","EQUIPES FORTALEZA"
"6","06 - Rua Virgilio Coelho - Rua Francisco Camara","-3903227","-38389235","Aquiraz",,,"","EQUIPES FORTALEZA"
"7","07 - Rua Francisca Faustino de Castro - Travessa Maria Luiza Baima","-3904995","-38380952","Aquiraz",,,"","EQUIPES FORTALEZA"
"8","08 - Av. Nossa Senhora de Lurdes - Entrada de Aquiraz","-391324","-38388086","Aquiraz",,,"","EQUIPES FORTALEZA"
"9","09 - Rua do Bonito - Chacara da Prainha","-390652","-38377572","Aquiraz",,,"","EQUIPES FORTALEZA"
"10","10 - Av. Airton Sena - Praca da Chacara da Prainha","-3902854","-38375298","Aquiraz",,,"","EQUIPES FORTALEZA"
"11","11 - Rua Virgilio Coelho - Av. Torres de Melo","-3901863","-38393079","Aquiraz",,,"","EQUIPES FORTALEZA"
"12","12 - Rua Alberto Targino - CE-207","-3902425","-38384711","Aquiraz",,,"","EQUIPES FORTALEZA"
"13","ponto 13","-3822540862108365","-3842120760269025","Aquiraz",,,"","EQUIPES FORTALEZA"
"14","ponto 14","-3832607674452388","-3840629967007740,5","Aquiraz",,,"","EQUIPES FORTALEZA"
"15","ponto 15","-3842184160607499","-3839951520748706","Aquiraz",,,"","EQUIPES FORTALEZA"
"16","Ponto 01","-4578351","-37779545","Aracati",,,"","EQUIPES FORTALEZA"
"17","Ponto 02","-4571775","-37774625","Aracati",,,"","EQUIPES FORTALEZA"
"18","Ponto 03","-4570683","-37773569","Aracati",,,"","EQUIPES FORTALEZA"
"19","Ponto 04","-4568049","-37772863","Aracati",,,"","EQUIPES FORTALEZA"
"20","Ponto 05","-4560609","-37769868","Aracati",,,"","EQUIPES FORTALEZA"
"21","Ponto 06","-4566996","-37771044","Aracati",,,"","EQUIPES FORTALEZA"
"22","Ponto 07","-4564607","-37770609","Aracati",,,"","EQUIPES FORTALEZA"
"23","Ponto 08","-456299","-37764779","Aracati",,,"","EQUIPES FORTALEZA"
"24","Ponto 09","-4560582","-37768869","Aracati",,,"","EQUIPES FORTALEZA"
"25","Ponto 10","-4560212","-37770816","Aracati",,,"","EQUIPES FORTALEZA"
"26","01 - Av. Comendador Eugenio de Castro e Silva - Rua Raimundo Castro e SilvaÂ  - REF banco Bradesco e Brasil","-4372918","-3880958","Aracoiaba",,,"","EQUIPES FORTALEZA"
"27","02 - Av. Tiradentes - Rua Raimundo de Castro e Silva","-4371647","-388101","Aracoiaba",,,"","EQUIPES FORTALEZA"
"28","03 - Rua Santos DumontÂ  - Rua Joao Pessoa - REF Praca da Matriz","-4371162","-38813085","Aracoiaba",,,"","EQUIPES FORTALEZA"
"29","04 - Rua Getulio Vargas - Rua Francisco Amoro Bezerra","-4372943","-3881012","Aracoiaba",,,"","EQUIPES FORTALEZA"
"30","05 - Rua Joao Pessoa - Estrada Para Acarape","-4368572508435919","-388141850708293","Aracoiaba",,,"","EQUIPES FORTALEZA"
"31","06 - Av. Tiradentes - Em Frente a Delegacia de Policia Civil","-4365654742797505","-3880427426388614","Aracoiaba",,,"","EQUIPES FORTALEZA"
"32","07 - CE-060 - CE-356 - Em Frente ao Posto Petrobras - Triangulo de Baturite - Guaramiranga - Quixada","-4380183","-38828229","Aracoiaba",,,"","EQUIPES FORTALEZA"
"33","08 - Av. Carmelio de Oliveira - Rua Cento e Um","-4368391","-38810815","Aracoiaba",,,"","EQUIPES FORTALEZA"
"34","Cftv 01","-4327185","-38883519","BATURITE",,,"","EQUIPES FORTALEZA"
"35","Cftv 2","-4334460824009086","-3888147712042017","BATURITE",,,"","EQUIPES FORTALEZA"
"36","Cftv 3","-4328375","-38882986","BATURITE",,,"","EQUIPES FORTALEZA"
"37","Cftv 4","-4329846","-38880915","BATURITE",,,"","EQUIPES FORTALEZA"
"38","Cftv 5","-4332265","-38879555","BATURITE",,,"","EQUIPES FORTALEZA"
"39","Cftv 6","-4332564","-3887825","BATURITE",,,"","EQUIPES FORTALEZA"
"40","Cftv 7","-4332619","-38877446","BATURITE",,,"","EQUIPES FORTALEZA"
"41","Cftv 8","-4331113","-38873143","BATURITE",,,"","EQUIPES FORTALEZA"
"42","Cftv 9","-4335461","-3887078","BATURITE",,,"","EQUIPES FORTALEZA"
"43","01 - Cadeia Publica","-4184172","-38125206","Beberibe",,,"","EQUIPES FORTALEZA"
"44","02 - Camara Municipal","-4182715","-38131852","Beberibe",,,"","EQUIPES FORTALEZA"
"45","03 - Acesso Morro Branco","-4178994","-38128862","Beberibe",,,"","EQUIPES FORTALEZA"
"46","04 - Corredor Bancario","-4180081","-38129601","Beberibe",,,"","EQUIPES FORTALEZA"
"47","05 - Corredor Comercial","-418191","-38130739","Beberibe",,,"","EQUIPES FORTALEZA"
"48","06 - Entrada Principal","-4182048","-38139365","Beberibe",,,"","EQUIPES FORTALEZA"
"49","07 - Forum -Rua Osmar Sombra - Rua Joaquim Faco","-4187713491138497,5","-3812588776161613","Beberibe",,,"","EQUIPES FORTALEZA"
"50","08 - Agencia dos Correios","-418153","-38127794","Beberibe",,,"","EQUIPES FORTALEZA"
"51","09","-4184435","-3813033","Beberibe",,,"","EQUIPES FORTALEZA"
"52","10","-4180305","-38126745","Beberibe",,,"","EQUIPES FORTALEZA"
"53","01 - Igreja Basilica","-4359548","-39315184","Caninde",,,"","EQUIPES FORTALEZA"
"54","02 - Rua Romeu Martins - Rua Joaquim Magalhaes","-4358364","-39312659","Caninde",,,"","EQUIPES FORTALEZA"
"55","03 - Rua Jose Veloso Juca - Rua Joaquim Custodio","-4359158","-39307079","Caninde",,,"","EQUIPES FORTALEZA"
"56","04 - Rua das Acacas - Estatua de Sao Francisco","-4366531","-39305427","Caninde",,,"","EQUIPES FORTALEZA"
"57","05 - Rua Joao Pinto Damasceno - Paralela a Rua 29 de Julho","-4356744","-3931127","Caninde",,,"","EQUIPES FORTALEZA"
"58","06 - Praca da Igreja das Dores","-4358629","-39314733","Caninde",,,"","EQUIPES FORTALEZA"
"59","07 - Rua Euclides Barroso - Av. Luciano Magalhaes","-4353524","-39325168","Caninde",,,"","EQUIPES FORTALEZA"
"60","08 - Rua Jose Veloso Juca - Rua Nossa Senhora das Gracas","-4371282","-39308726","Caninde",,,"","EQUIPES FORTALEZA"
"61","09 - Rua Euclides Barroso - Rua Paulino Barroso","-4356891","-3931405","Caninde",,,"","EQUIPES FORTALEZA"
"62","10 - Rua Sitonio Monteiro - Rua Manoel dos Santos Lessa","-4354245","-39316541","Caninde",,,"","EQUIPES FORTALEZA"
"63","11 - Rua Euclides Barroso - Rua General Albuquerque","-4355665","-39318132","Caninde",,,"","EQUIPES FORTALEZA"
"64","12 - Rua Dr. Geroncio Brigido Neto
 - forum","-4343929054487260,5","-392958565735712","Caninde",,,"","EQUIPES FORTALEZA"
"65","01 - Av. Otavio Feliciano de Souza - Rua Nossa Senhora das Gracas","-4123996","-38244796","Cascavel",,,"","EQUIPES FORTALEZA"
"66","02 - CE-138 - Rua Desembargador Feliciano de Athayde","-4113748","-3824675","Cascavel",,,"","EQUIPES FORTALEZA"
"67","03 - Rua Professor Jose Antonio de Queiroz - Rua Prefeito Luis Benicio Sampaio","-4130774532956591","-3823484826049318,5","Cascavel",,,"","EQUIPES FORTALEZA"
"68","04 - Av. Joao Moreira de Paula","-4136865","-3823577","Cascavel",,,"","EQUIPES FORTALEZA"
"69","05 - CE-040 - CE-253","-4138745","-38266193","Cascavel",,,"","EQUIPES FORTALEZA"
"70","06 - Rodovia Placido Castelo - Entrada da Estrada para Localidade da Moita Redonda","-4130291","-38250103","Cascavel",,,"","EQUIPES FORTALEZA"
"71","07 - Av. Chanceler Edson Queiroz - Caixa Economica Federal","-4132042","-38244367","Cascavel",,,"","EQUIPES FORTALEZA"
"72","08 - Av. Chanceler Edson Queiroz - Banco do Brasil","-4134176","-38237892","Cascavel",,,"","EQUIPES FORTALEZA"
"73","09 - Av. Dr. Pedro de Queiroz Ferreira - Rua Padre Valdevino Nogueira","-4131458","-38237562","Cascavel",,,"","EQUIPES FORTALEZA"
"74","10 - Rua Samuel Bede - Rua Antonio Jose da Costa","-4127724","-38245373","Cascavel",,,"","EQUIPES FORTALEZA"
"75","Ponto 01","-373458191","-3865479995","Caucaia",,,"","EQUIPES FORTALEZA"
"76","Ponto 02  -  Rua 15 de Outubro - Areninha Pabussu","-3730566850230802","-3866998819283477","Caucaia",,,"","EQUIPES FORTALEZA"
"77","Ponto 03","-376618344","-3865254803","Caucaia",,,"","EQUIPES FORTALEZA"
"78","Ponto 04","-3769413549999999","-3862359891","Caucaia",,,"","EQUIPES FORTALEZA"
"79","Ponto 05","-376705845","-3863527578","Caucaia",,,"","EQUIPES FORTALEZA"
"80","Ponto 06","-373438741","-386579119","Caucaia",,,"","EQUIPES FORTALEZA"
"81","Ponto 07","-37738026","-386275622","Caucaia",,,"","EQUIPES FORTALEZA"
"82","Ponto 08","-373532083","-3865407036","Caucaia",,,"","EQUIPES FORTALEZA"
"83","Ponto 09","-373543878","-3865702603","Caucaia",,,"","EQUIPES FORTALEZA"
"84","Ponto 10","-373176226","-3864920399","Caucaia",,,"","EQUIPES FORTALEZA"
"85","Ponto 11","-37462111","-386608752","Caucaia",,,"","EQUIPES FORTALEZA"
"86","Ponto 12","-374166054","-386593235","Caucaia",,,"","EQUIPES FORTALEZA"
"87","01 -Â Rua Manoel Dantas - Av. Raimundo Simplicio de Carvalho","-4302895","-3849767","Chorozinho",,,"","EQUIPES FORTALEZA"
"88","02 - Av. Raimundo Simplicio de Carvalho - Rua Antonio Saraiva","-430025","-38498198","Chorozinho",,,"","EQUIPES FORTALEZA"
"89","03 - Rodovia Brunilo Jaco de Castro e Silva - Em Frente ao Bar das Coleguinhas","-4297463","-38515029","Chorozinho",,,"","EQUIPES FORTALEZA"
"90","04 -Â BR-116 - Rua Um - Proximo Delegacia","-429294","-38498004","Chorozinho",,,"","EQUIPES FORTALEZA"
"91","05 - Rua Luis Gonzaga - Av. Um - Proximo ao Forum","-4290394","-38501193","Chorozinho",,,"","EQUIPES FORTALEZA"
"92","06 -Â BR-116 - CE-354 - Entrada para Barreira","-4299423","-38501794","Chorozinho",,,"","EQUIPES FORTALEZA"
"93","07 -Â Rua Dona Santana - Rua Sabino Moreira - REF. Praca do Coracao","-4301238","-38495818","Chorozinho",,,"","EQUIPES FORTALEZA"
"94","08 - BR-116, 827 - Triangulo, Chorozinho - CE - Em Frente ao Posto Brasilia","-4333242","-38480182","Chorozinho",,,"","EQUIPES FORTALEZA"
"95","Ponto 01","-3890216","-38450845","Eusebio",,,"","EQUIPES FORTALEZA"
"96","Ponto 02","-3891867","-38435514","Eusebio",,,"","EQUIPES FORTALEZA"
"97","Ponto 03","-3881089","-38450812","Eusebio",,,"","EQUIPES FORTALEZA"
"98","Ponto 04","-3888773054597532","-3845498888921982","Eusebio",,,"","EQUIPES FORTALEZA"
"99","Ponto 05","-3890435","-38439374","Eusebio",,,"","EQUIPES FORTALEZA"
"100","Ponto 06","-3876503","-38462898","Eusebio",,,"","EQUIPES FORTALEZA"
"101","Ponto 07","-3884917","-38458004","Eusebio",,,"","EQUIPES FORTALEZA"
"102","Ponto 08","-3871187","-38465862","Eusebio",,,"","EQUIPES FORTALEZA"
"103","01 - Rua Antonio Accioly, 176 - Rua Fausto Albuquerquer - Centro - Ref: Praca Fausto Albuquerque","-404117171946785","-3863480352446298","Guaiuba",,,"","EQUIPES FORTALEZA"
"104","02 - Rua Frederico Augusto, 103A - Antiga CE-060","-4041319584897864","-3863681930989249","Guaiuba",,,"","EQUIPES FORTALEZA"
"105","03 - Rua Menino Jesus de Praga - Rua Um - Bairro Sem Terra","-4048639030608633","-3863177881551618,5","Guaiuba",,,"","EQUIPES FORTALEZA"
"106","04 - Rua Sinval Leitao, 470 - Santa Luzia - Em frente ao Colegio Estadual Jose Ivanilton Nocrato","-4045355976111349","-3862597409942147","Guaiuba",,,"","EQUIPES FORTALEZA"
"107","05 - Rua Joaquim Dias Cruz - CE-060 - REF. Condominio Quimico","-4058061172401356","-3863776353951394,5","Guaiuba",,,"","EQUIPES FORTALEZA"
"108","06 - CE 060 - REF CIALNE","-4032336","-38630689","Guaiuba",,,"","EQUIPES FORTALEZA"
"109","07 - Rua Joaquim Dias Cruz - Rua Sao Critovao","-4047948969055253,5","-3863490355920071","Guaiuba",,,"","EQUIPES FORTALEZA"
"110","08 - Rua Francisco Galdino - CE-060 - Em Frente a Praca da Igreja Matriz","-4037514516771961","-386336655291131","Guaiuba",,,"","EQUIPES FORTALEZA"
"111","01 - Rotatoria da LAM. Av. 
Presidente Castelo e as ruas Raimunda Pontes, Baturite e Francisca Gurgel","-4110332","-38491066","Horizonte",,,"","EQUIPES FORTALEZA"
"112","02 - Cruzamento BR-116 com Ruas Juvenal de Castelo e Manasses Gadelha Pire","-4099288","-38502161","Horizonte",,,"","EQUIPES FORTALEZA"
"113","03 - Cruzamento Av. Presidente Castelo Branco com Rua Francisco Tavares de Oliveira","-410747","-38492095","Horizonte",,,"","EQUIPES FORTALEZA"
"114","04 - Rua Ciro Bilhar - Rua Francisco Eudes Ximenes","-4104667651798178","-3849550338807089","Horizonte",,,"","EQUIPES FORTALEZA"
"115","05 - Cruzamento Av. Presidente Castelo Branco com Rua Manoel Conrado","-409998","-38495037","Horizonte",,,"","EQUIPES FORTALEZA"
"116","06 - Praca Matriz Av. Juvenal de Castro","-4098324","-38495179","Horizonte",,,"","EQUIPES FORTALEZA"
"117","07 - Cruzamento Av. Presidente Castelo Branco com Rua Maria de Lourdes","-40957612","-384955985","Horizonte",,,"","EQUIPES FORTALEZA"
"118","08 - Cruzamento Ruas Baturite e Venancio Raimundo","-4092068","-38486416","Horizonte",,,"","EQUIPES FORTALEZA"
"119","09 - Cruzamento Centro Cultural Rua Baturite e Raimundo Alves da Silva","-4103812","-38489226","Horizonte",,,"","EQUIPES FORTALEZA"
"120","10 - Cruzamento Avenidas Presidente Castelo Branco e Osvaldo Salviano","-4091618","-38496716","Horizonte",,,"","EQUIPES FORTALEZA"
"121","01 - Rua Rosa Reboucas - Vila Jardim Paraiso","-4715766","-37354865","Icapui",,,"","EQUIPES FORTALEZA"
"122","02 - CE-261 - Em Frente a Rua que da Acesso a Escola Profissionalizante","-4687245","-37402607","Icapui",,,"","EQUIPES FORTALEZA"
"123","03 - Rua Ze Biru - Rua Rosa Reboucas","-4712433","-37355216","Icapui",,,"","EQUIPES FORTALEZA"
"124","04 - Av.  de Janeiro","-4707119186895535","-3735951381663818","Icapui",,,"","EQUIPES FORTALEZA"
"125","05 - Av. 22 de Janeiro - Tv. 22 de Janeiro - Em Frente ao Centro Administrativo da Prefeitura de Icapui","-4710595","-37355744","Icapui",,,"","EQUIPES FORTALEZA"
"126","06 - Av. Chico Felix - Rua Pedro Reboucas","-4712831","-37352347","Icapui",,,"","EQUIPES FORTALEZA"
"127","07 - Av. Asau Lacerda - Corredor do Hermolau","-469246","-37383124","Icapui",,,"","EQUIPES FORTALEZA"
"128","08 - CE-261 - Na Bifurcacao da Praca da Liberdade","-4687507","-37394295","Icapui",,,"","EQUIPES FORTALEZA"
"129","Base Raio","-4703527","-37363519","Icapui",,,"","EQUIPES FORTALEZA"
"130","01 - Av. Paulino Rocha - CE-350","-3964964","-38560266","Itaitinga",,,"","EQUIPES FORTALEZA"
"131","02 - Rua Manoel de Sousa - Rua Manoel Satiro","-3977201","-38533336","Itaitinga",,,"","EQUIPES FORTALEZA"
"132","03 - Av. Coronel Virgilio Tavora - Rua Joao Pereira Campos","-39750233","-385226203","Itaitinga",,,"","EQUIPES FORTALEZA"
"133","04 - CE-350 - Rua Francisco Cordeiro de Oliveira (Praca da Matriz)","-3973647","-38530342","Itaitinga",,,"","EQUIPES FORTALEZA"
"134","05 - Rua Raimundo Alves Cavalcante - Rua Francisco Alves de Brito","-3966992","-38525449","Itaitinga",,,"","EQUIPES FORTALEZA"
"135","06 - Av. Lidia Alves Cavalcante - Rua Boa Eperanca","-3959436","-38526141","Itaitinga",,,"","EQUIPES FORTALEZA"
"136","07 - BR 116 - Av. Coronel Virgilio Tavora","-3974347","-38514645","Itaitinga",,,"","EQUIPES FORTALEZA"
"137","08 - BR 116, KM 27 (CPPLS)","-39899496","-385159192","Itaitinga",,,"","EQUIPES FORTALEZA"
"138","09 - BR 116 - Av Paulino Rocha","-3925665","-38507981","Itaitinga",,,"","EQUIPES FORTALEZA"
"139","10 - Av. Dionisio Leonel Alencar - Rua Jorge Figueiredo","-3879313","-38531012","Itaitinga",,,"","EQUIPES FORTALEZA"
"140","Base do Raio - Jaguaruana","-4840264189906049","-3778500854207644,5","Jaguaruana",,,"","EQUIPES FORTALEZA"
"141","01 - Av. Dr. Antonio da rocha Freitas - Tv. Padre Marcondes","-4838533","-37785124","Jaguaruana",,,"","EQUIPES FORTALEZA"
"142","02 - Rua Padre Rocha - Tv. Simao de Gois","-4841175","-37786262","Jaguaruana",,,"","EQUIPES FORTALEZA"
"143","03 - CE-263 - Em frente a Unidade Tomaz Barbosa de Oliveira","-4851846","-37803852","Jaguaruana",,,"","EQUIPES FORTALEZA"
"144","04 - Rua Ademar Lustosa 3459","-4854893","-37787103","Jaguaruana",,,"","EQUIPES FORTALEZA"
"145","05 - Rua Padre Rocha - Tv. Joao Abreu","-4837405","-37783365","Jaguaruana",,,"","EQUIPES FORTALEZA"
"146","06 - Av. Simao Gois - Tv. 11 de Setembro","-4837403","-37782497","Jaguaruana",,,"","EQUIPES FORTALEZA"
"147","07 - Rua Joao Francisco Rodrigues - Rua Luis Estevao","-4836581","-37777037","Jaguaruana",,,"","EQUIPES FORTALEZA"
"148","08 - Rua Francisco Sales Facanha - Rua Joao Celedonio Sobrinho","-482999","-3777996","Jaguaruana",,,"","EQUIPES FORTALEZA"
"149","Ponto 01","-3852365","-38587983","Maracanau",,,"","EQUIPES FORTALEZA"
"150","Ponto 02","-3876219","-38595216","Maracanau",,,"","EQUIPES FORTALEZA"
"151","Ponto 03","-3875459","-3862295","Maracanau",,,"","EQUIPES FORTALEZA"
"152","Ponto 04","-3877608","-38624416","Maracanau",,,"","EQUIPES FORTALEZA"
"153","Ponto 05","-3877131","-38615709","Maracanau",,,"","EQUIPES FORTALEZA"
"154","Ponto 06","-3875472","-38627139","Maracanau",,,"","EQUIPES FORTALEZA"
"155","Ponto 07","-3851662999999999","-38646931","Maracanau",,,"","EQUIPES FORTALEZA"
"156","Ponto 08","-3867741","-38620664","Maracanau",,,"","EQUIPES FORTALEZA"
"157","Ponto 09 - Av. dos Estruturantes - Av. 12","-3881936433880576","-3863084728233368","Maracanau",,,"","EQUIPES FORTALEZA"
"158","Ponto 10","-3846784","-38608913","Maracanau",,,"","EQUIPES FORTALEZA"
"159","Ponto 11","-3863967","-38585514","Maracanau",,,"","EQUIPES FORTALEZA"
"160","Ponto 12","-3877177999999999","-38610049","Maracanau",,,"","EQUIPES FORTALEZA"
"161","Ponto 13","-3872513","-38613383","Maracanau",,,"","EQUIPES FORTALEZA"
"162","Ponto 01","-3891831","-38684851","Maranguape",,,"","EQUIPES FORTALEZA"
"163","Ponto 02","-3891869","-38683767","Maranguape",,,"","EQUIPES FORTALEZA"
"164","Ponto 03","-3894231","-38683889","Maranguape",,,"","EQUIPES FORTALEZA"
"165","Ponto 04 - Rua Cap. Geova Colares - Rua Humtembergue Melo","-3889181","-3868163055555555","Maranguape",,,"","EQUIPES FORTALEZA"
"166","Ponto 05","-3882733","-38677508","Maranguape",,,"","EQUIPES FORTALEZA"
"167","Ponto 06","-389802","-38672243","Maranguape",,,"","EQUIPES FORTALEZA"
"168","Ponto 07","-3892009","-3868616","Maranguape",,,"","EQUIPES FORTALEZA"
"169","Ponto 08","-3897648","-38682361","Maranguape",,,"","EQUIPES FORTALEZA"
"170","01 - Av. Cel. Joao Felipe, 1173","-4489446","-38603972","Ocara",,,"","EQUIPES FORTALEZA"
"171","02 - Av. Coronel Joao Felipe - Ref. Em Frente a Igreja Matriz","-4491227","-38596238","Ocara",,,"","EQUIPES FORTALEZA"
"172","03 - Av. Cicero Ferreira do Nascimento - Rua Cel. Joao Felipe - Ref. Posto Petrobras","-4491522","-38593696","Ocara",,,"","EQUIPES FORTALEZA"
"173","04 - Rua Joao Liberato - Estrada Para Deserto e Encanto","-4486519","-38588445","Ocara",,,"","EQUIPES FORTALEZA"
"174","05 - Rua Antonio Paulino - Estrada Boa Esperanca Nova Vida Ideal - Ref. Chafariz","-4483493","-38602615","Ocara",,,"","EQUIPES FORTALEZA"
"175","06 - R. Joao Liberato, 11 - Ref. Parquinho Publico de Ocara","-4490463","-3859635","Ocara",,,"","EQUIPES FORTALEZA"
"176","07 - Av. Cel. Joao Felipe x Estr. p/ Sereno de Baixo - REF. Proximo ao posto SHELL","-4490694","-38599881","Ocara",,,"","EQUIPES FORTALEZA"
"177","08 - BR-122 - Em Frente a Churrascaria e Pousada Brasil","-4516231","-38567049","Ocara",,,"","EQUIPES FORTALEZA"
"178","01 - Av. Conego Eduardo Araripe - Forum Trabalhista","-4159872","-38470962","Pacajus",,,"","EQUIPES FORTALEZA"
"179","02 - Av. Conego Eduardo Araripe - Rodoviaria de Pacajus","-4188637","-38466004","Pacajus",,,"","EQUIPES FORTALEZA"
"180","03 - R. Dos Expedicionarios x R. Conego Eduardo","-4176250887041163","-3846317313908576,5","Pacajus",,,"","EQUIPES FORTALEZA"
"181","04 - Rua Tabeliao Jose Gama Filho","-4176817","-38477335","Pacajus",,,"","EQUIPES FORTALEZA"
"182","05 - Rua Alipio Oliveira Lima","-4171199","-38461684","Pacajus",,,"","EQUIPES FORTALEZA"
"183","06 - Rua Guarany - Prefeitura","-4172471","-3846612","Pacajus",,,"","EQUIPES FORTALEZA"
"184","07 - Lucio Jose de Menezes - Forum","-4169698","-38455322","Pacajus",,,"","EQUIPES FORTALEZA"
"185","08 - Rua Luiz Silva - Hospital Municipal","-41715","-3846842","Pacajus",,,"","EQUIPES FORTALEZA"
"186","01 - Trevo da Sefaz","-396849","-38612294","Pacatuba",,,"","EQUIPES FORTALEZA"
"187","02 - Trevo da Itaitinga","-3982105","-38612404","Pacatuba",,,"","EQUIPES FORTALEZA"
"188","03 - Trevo do Presidio","-3997978","-38619936","Pacatuba",,,"","EQUIPES FORTALEZA"
"189","04Â  - Estacao Ferroviaria","-3983839","-38617785","Pacatuba",,,"","EQUIPES FORTALEZA"
"190","05 - Praca da Matriz","-3985742999999999","-38620206","Pacatuba",,,"","EQUIPES FORTALEZA"
"191","06 - Rua Coronel Jose Libanio - Rua Maj. Cicero Franklin","-3983744775998141","-3861946775156612","Pacatuba",,,"","EQUIPES FORTALEZA"
"192","07 - Praca de Sao Bento","-3983171","-38608604","Pacatuba",,,"","EQUIPES FORTALEZA"
"193","08 - Av Cap Manoel Medeiros - Rua Sergio Protassio Silva","-3976713","-38613205","Pacatuba",,,"","EQUIPES FORTALEZA"
"194","Ponto 01","-360813139","-3896780778","Sao Goncalo do Amarante",,,"","EQUIPES FORTALEZA"
"195","Ponto 02","-360670833","-3896821667","Sao Goncalo do Amarante",,,"","EQUIPES FORTALEZA"
"196","Ponto 03 - Forum","-360998386","-3896820892","Sao Goncalo do Amarante",,,"","EQUIPES FORTALEZA"
"197","Ponto 04","-362032944","-3896982861","Sao Goncalo do Amarante",,,"","EQUIPES FORTALEZA"
"198","Ponto 05","-360791056","-3895574917","Sao Goncalo do Amarante",,,"","EQUIPES FORTALEZA"
"199","Ponto 07","-3547968","-38829716","Sao Goncalo do Amarante",,,"","EQUIPES FORTALEZA"
"200","Ponto 09","-3552253","-3883186","Sao Goncalo do Amarante",,,"","EQUIPES FORTALEZA"
"201","Ponto 10","-3554046899999999,5","-38837284","Sao Goncalo do Amarante",,,"","EQUIPES FORTALEZA"
"202","Ponto 11","-3507436","-38893807","Sao Goncalo do Amarante",,,"","EQUIPES FORTALEZA"
"203","Ponto 12","-3509437","-38925212","Sao Goncalo do Amarante",,,"","EQUIPES FORTALEZA"
"204","CASA QUIXERABOBIM","-5197631821951616","-3929123877119979","Quixeramobim",,,"","CLAUDIO E ROMULO"
"205","01 - Av jose Marques Filho - (Proximo ao posto Lages)","-6087939","-39461058","Acopiara",,,"","CLAUDIO E ROMULO"
"206","02 - Travessa Sao Francisco - Rua Luis Gonzaga de Mendonca","-6088439","-39455066","Acopiara",,,"","CLAUDIO E ROMULO"
"207","03 - Av Lima Diniz","-6086048","-39454641","Acopiara",,,"","CLAUDIO E ROMULO"
"208","04 - Rua Santa Isabel - CE-060","-6089109","-39451049","Acopiara",,,"","CLAUDIO E ROMULO"
"209","05 - Av. Pedro Alves - Rua Luis Gonzaga de Mendonca","-6092724","-39455748","Acopiara",,,"","CLAUDIO E ROMULO"
"210","06 - Rua Afonso Pena - Rua Jose Pereira","-6092466","-39453118","Acopiara",,,"","CLAUDIO E ROMULO"
"211","07 - Rua Dr. Tiburcio","-6095791","-39453662","Acopiara",,,"","CLAUDIO E ROMULO"
"212","08 - Rua Marechal Deddoro - Travessa Joao Alves Lima","-6097398","-39452732","Acopiara",,,"","CLAUDIO E ROMULO"
"213","09 - Liceu","-6091151","-39452027","Acopiara",,,"","CLAUDIO E ROMULO"
"214","10 - CE-404 - Rua Maria Nilce Rodrigues Marques","-6095378","-39451492","Acopiara",,,"","CLAUDIO E ROMULO"
"215","01 - Rua Padre Antonio Correa de Sa - Rua Agronomando Rangel","-5128995","-39732244","Boa Viagem",,,"","CLAUDIO E ROMULO"
"216","02 - Rua Padre Antonio Correa de Sa - Rua Vinte e Seis de Junho","-5128503","-39733503","Boa Viagem",,,"","CLAUDIO E ROMULO"
"217","03 - Rua Padre Antonio Correia de Sa - BR-020","-5126876","-39737417","Boa Viagem",,,"","CLAUDIO E ROMULO"
"218","04 - BR-020 - Antiga Churrascaria Laboheme","-5118986","-39729086","Boa Viagem",,,"","CLAUDIO E ROMULO"
"219","05 - Terminal Rodoviario","-512432","-3973156","Boa Viagem",,,"","CLAUDIO E ROMULO"
"220","06 - Rua Agronomando Rangel - Rua Alfredo Terceiro","-5125194","-39730646","Boa Viagem",,,"","CLAUDIO E ROMULO"
"221","07 - Rua Antonio Queiros - Rua Agronomando Rangel","-5126476","-39731153","Boa Viagem",,,"","CLAUDIO E ROMULO"
"222","08 - Rua Alfredo Terceiro - Rua Antonio Assis Uchoa","-512579","-39726517","Boa Viagem",,,"","CLAUDIO E ROMULO"
"223","09 - Rua Alfredo Terceiro - Rua Sao Vicente de Paula","-5125337","-3972936","Boa Viagem",,,"","CLAUDIO E ROMULO"
"224","10 - Rua Teofilo Amaro - Rua Jose Leal","-5126483","-39733794","Boa Viagem",,,"","CLAUDIO E ROMULO"
"234","01 - Bairro Centro. Praca da Assuncao: Cruzamento da Rua Sabino Roberto com Travessa Patricio Roberto","-5143361","-38098389","Limoeiro do Norte",,,"","CLAUDIO E ROMULO"
"235","02 - Rotatoria CE-265 com CE-266, Rua Cel. Antonio Joaquim e Av. Dom Aureliano Matos","-5160194","-38108778","Limoeiro do Norte",,,"","CLAUDIO E ROMULO"
